model,manufactured_year,selling_price,transmission_type,mileage,fuel_type,tax,engine_size,car_age,miles_per_litre,Actual Price,Predicted Price,Error,Absolute Error,Percent Error (%)
 Q2,2019,27870,Semi-Auto,5872,Petrol,145,2.0,6,7.3,27870.0,30835.82,2965.82,2965.82,10.64
 Q3,2017,16000,Automatic,47482,Petrol,150,1.4,8,10.54,16000.0,18388.6,2388.6,2388.6,14.93
 Q2,2019,23500,Automatic,4573,Petrol,145,1.5,6,9.0,23500.0,26133.25,2633.25,2633.25,11.21
 A6,2015,13498,Semi-Auto,51405,Diesel,20,2.0,10,14.8,13498.0,15143.99,1645.99,1645.99,12.19
 A4,2014,13975,Manual,36790,Diesel,30,2.0,11,13.51,13975.0,12085.57,-1889.43,1889.43,13.52
 Q3,2017,20750,Automatic,25000,Petrol,145,2.0,8,9.41,20750.0,22885.55,2135.55,2135.55,10.29
 Q2,2017,18950,Semi-Auto,25915,Diesel,145,1.6,8,14.45,18950.0,17404.56,-1545.44,1545.44,8.16
 A6,2019,32750,Automatic,8305,Diesel,145,3.0,6,8.75,32750.0,37735.01,4985.01,4985.01,15.22
 A4,2017,20900,Manual,15724,Diesel,150,2.0,8,14.8,20900.0,18285.98,-2614.02,2614.02,12.51
 Q5,2019,57895,Automatic,1255,Diesel,145,3.0,6,7.15,57895.0,47554.94,-10340.06,10340.06,17.86
 Q2,2019,31000,Semi-Auto,4264,Petrol,145,2.0,6,7.3,31000.0,30793.37,-206.63,206.63,0.67
 Q2,2019,22784,Manual,4569,Petrol,145,1.5,6,9.0,22784.0,24704.18,1920.18,1920.18,8.43
 Q7,2019,40495,Semi-Auto,8391,Diesel,150,3.0,6,7.39,40495.0,48116.87,7621.87,7621.87,18.82
 Q5,2016,23442,Semi-Auto,15744,Diesel,200,2.0,9,10.36,23442.0,22984.27,-457.73,457.73,1.95
 Q8,2019,56990,Automatic,5000,Diesel,145,3.0,6,7.39,56990.0,51910.9,-5079.1,5079.1,8.91
 Q3,2019,29950,Semi-Auto,2451,Petrol,150,2.0,6,7.06,29950.0,34179.99,4229.99,4229.99,14.12
 Q3,2017,18350,Automatic,31000,Petrol,145,1.4,8,10.54,18350.0,18720.87,370.87,370.87,2.02
 A1,2018,16990,Manual,8300,Petrol,145,1.4,7,15.53,16990.0,16425.25,-564.75,564.75,3.32
 A1,2017,11949,Manual,10909,Petrol,0,1.0,8,14.8,11949.0,13043.46,1094.46,1094.46,9.16
 A6,2016,18275,Semi-Auto,64919,Diesel,125,2.0,9,12.96,18275.0,16696.44,-1578.56,1578.56,8.64
 A1,2015,10349,Manual,31509,Petrol,0,1.0,10,14.8,10349.0,9927.52,-421.48,421.48,4.07
 Q3,2019,34995,Automatic,7126,Petrol,145,2.0,6,7.06,34995.0,32782.37,-2212.63,2212.63,6.32
 Q7,2020,46990,Automatic,5000,Diesel,145,3.0,5,7.39,46990.0,54670.5,7680.5,7680.5,16.34
 Q2,2019,23900,Manual,2728,Petrol,150,1.5,6,9.57,23900.0,23890.09,-9.91,9.91,0.04
 A3,2016,14991,Manual,25556,Petrol,20,1.4,9,13.22,14991.0,14169.08,-821.92,821.92,5.48
 A4,2016,17990,Manual,40500,Diesel,30,2.0,9,14.8,17990.0,14819.94,-3170.06,3170.06,17.62
 A5,2020,29888,Automatic,1500,Diesel,145,2.0,5,11.31,29888.0,30673.42,785.42,785.42,2.63
 Q3,2019,36497,Automatic,1000,Diesel,145,2.0,6,10.36,36497.0,30878.25,-5618.75,5618.75,15.4
 A3,2015,11999,Automatic,29460,Diesel,30,2.0,10,14.12,11999.0,13164.83,1165.83,1165.83,9.72
 Q7,2016,32989,Semi-Auto,48322,Diesel,200,3.0,9,10.54,32989.0,29201.66,-3787.34,3787.34,11.48
 A3,2012,6899,Manual,88394,Diesel,125,2.0,13,13.22,6899.0,6927.17,28.17,28.17,0.41
 Q5,2016,26390,Semi-Auto,37647,Diesel,240,3.0,9,9.41,26390.0,27949.02,1559.02,1559.02,5.91
 Q2,2018,23995,Manual,16534,Petrol,150,1.4,7,10.91,23995.0,19993.67,-4001.33,4001.33,16.68
 Q3,2019,25000,Manual,1000,Petrol,145,1.5,6,9.0,25000.0,28109.28,3109.28,3109.28,12.44
 A3,2017,17100,Manual,29545,Diesel,145,2.0,8,14.45,17100.0,15904.75,-1195.25,1195.25,6.99
 A5,2017,19999,Automatic,35662,Diesel,145,2.0,8,15.53,19999.0,20453.95,454.95,454.95,2.27
 Q3,2016,16297,Manual,35940,Diesel,145,2.0,9,12.43,16297.0,16424.11,127.11,127.11,0.78
 A1,2017,11500,Manual,15421,Petrol,145,1.0,8,14.8,11500.0,12868.87,1368.87,1368.87,11.9
 A1,2016,11000,Manual,35002,Petrol,30,1.4,9,12.67,11000.0,11996.33,996.33,996.33,9.06
 Q3,2019,38990,Semi-Auto,1335,Petrol,145,2.0,6,7.06,38990.0,34378.13,-4611.87,4611.87,11.83
 Q3,2016,17500,Manual,24168,Diesel,160,2.0,9,10.91,17500.0,18392.64,892.64,892.64,5.1
 Q3,2019,35888,Semi-Auto,1856,Diesel,145,2.0,6,10.03,35888.0,30403.26,-5484.74,5484.74,15.28
 Q5,2019,52990,Automatic,5000,Diesel,145,3.0,6,7.59,52990.0,46013.14,-6976.86,6976.86,13.17
 A3,2020,35995,Semi-Auto,314,Petrol,150,2.0,5,7.68,35995.0,34853.89,-1141.11,1141.11,3.17
 A3,2015,13599,Manual,43523,Petrol,20,1.4,10,13.22,13599.0,11933.92,-1665.08,1665.08,12.24
 Q2,2017,21995,Manual,10962,Petrol,145,1.4,8,11.09,21995.0,18438.09,-3556.91,3556.91,16.17
 A1,2020,27990,Automatic,2500,Petrol,145,1.5,5,9.7,27990.0,25118.8,-2871.2,2871.2,10.26
 Q5,2019,41490,Semi-Auto,21400,Petrol,145,3.0,6,7.48,41490.0,44798.04,3308.04,3308.04,7.97
 A3,2019,21691,Manual,2259,Diesel,145,1.6,6,11.31,21691.0,21655.97,-35.03,35.03,0.16
 Q7,2019,51950,Automatic,8206,Diesel,145,3.0,6,7.22,51950.0,48018.29,-3931.71,3931.71,7.57
 Q5,2018,39990,Semi-Auto,24233,Petrol,145,3.0,7,7.48,39990.0,40111.49,121.49,121.49,0.3
 Q3,2014,12300,Automatic,43195,Diesel,200,2.0,11,10.54,12300.0,13428.1,1128.1,1128.1,9.17
 A4,2017,16990,Manual,20000,Diesel,150,2.0,8,14.8,16990.0,18120.69,1130.69,1130.69,6.66
 A1,2014,13750,Semi-Auto,24914,Petrol,20,1.4,11,13.22,13750.0,11967.58,-1782.42,1782.42,12.96
 A3,2015,13298,Manual,40321,Diesel,20,2.0,10,15.16,13298.0,11574.93,-1723.07,1723.07,12.96
 A1,2020,19250,Manual,2004,Petrol,145,1.0,5,10.71,19250.0,22292.0,3042.0,3042.0,15.8
 Q2,2017,16950,Manual,25000,Petrol,125,1.4,8,11.5,16950.0,17619.03,669.03,669.03,3.95
 A4,2016,16800,Automatic,44214,Diesel,30,2.0,9,14.45,16800.0,15258.93,-1541.07,1541.07,9.17
 Q8,2018,51250,Semi-Auto,1964,Diesel,145,3.0,7,7.39,51250.0,49760.87,-1489.13,1489.13,2.91
 A1,2015,9397,Manual,52200,Petrol,30,1.4,10,12.67,9397.0,10499.41,1102.41,1102.41,11.73
 A6,2019,30990,Automatic,2200,Diesel,145,2.0,6,10.54,30990.0,30160.59,-829.41,829.41,2.68
 Q5,2017,24990,Semi-Auto,47124,Diesel,150,2.0,8,12.19,24990.0,23462.29,-1527.71,1527.71,6.11
 A5,2016,19690,Automatic,44717,Diesel,160,2.0,9,11.09,19690.0,17026.61,-2663.39,2663.39,13.53
 Q7,2012,14600,Automatic,95600,Diesel,300,3.0,13,8.4,14600.0,14858.43,258.43,258.43,1.77
 Q7,2019,53490,Automatic,6000,Diesel,145,3.0,6,7.3,53490.0,47705.83,-5784.17,5784.17,10.81
 Q2,2019,24490,Manual,6500,Petrol,145,1.5,6,8.62,24490.0,25298.63,808.63,808.63,3.3
 A7,2017,25400,Semi-Auto,24592,Diesel,145,3.0,8,11.5,25400.0,25531.1,131.1,131.1,0.52
 A4,2019,22288,Manual,5654,Petrol,145,2.0,6,8.62,22288.0,25753.04,3465.04,3465.04,15.55
 A3,2019,30000,Automatic,289,Petrol,150,2.0,6,7.68,30000.0,30824.08,824.08,824.08,2.75
 A6,2019,60000,Automatic,1000,Diesel,145,3.0,6,7.88,60000.0,42328.66,-17671.34,17671.34,29.45
 A3,2019,31950,Semi-Auto,6602,Petrol,145,2.0,6,7.68,31950.0,29653.84,-2296.16,2296.16,7.19
 A3,2017,21350,Semi-Auto,22100,Petrol,145,1.5,8,12.43,21350.0,17695.0,-3655.0,3655.0,17.12
 Q3,2017,22999,Semi-Auto,23250,Diesel,145,2.0,8,11.72,22999.0,20660.85,-2338.15,2338.15,10.17
 Q5,2014,15490,Semi-Auto,69798,Diesel,200,2.0,11,10.36,15490.0,14822.01,-667.99,667.99,4.31
 Q3,2018,27400,Semi-Auto,13768,Petrol,145,2.0,7,8.89,27400.0,25646.08,-1753.92,1753.92,6.4
 A4,2019,24990,Automatic,8499,Diesel,145,2.0,6,10.71,24990.0,26489.25,1499.25,1499.25,6.0
 TT,2016,17498,Manual,20674,Petrol,160,2.0,9,10.18,17498.0,18306.72,808.72,808.72,4.62
 A5,2013,11690,Automatic,44681,Diesel,125,2.0,12,12.96,11690.0,11564.43,-125.57,125.57,1.07
 A4,2016,15990,Manual,30625,Diesel,30,2.0,9,14.8,15990.0,15389.12,-600.88,600.88,3.76
 Q2,2018,22990,Manual,8057,Petrol,150,1.4,7,10.91,22990.0,20008.66,-2981.34,2981.34,12.97
 Q7,2018,49850,Semi-Auto,25800,Diesel,145,4.0,7,8.62,49850.0,50098.99,248.99,248.99,0.5
 A6,2015,10500,Automatic,118330,Diesel,30,2.0,10,14.12,10500.0,12988.43,2488.43,2488.43,23.7
 A4,2016,13900,Manual,37448,Petrol,125,2.0,9,10.91,13900.0,15305.74,1405.74,1405.74,10.11
 Q3,2019,37000,Semi-Auto,2263,Petrol,150,2.0,6,6.75,37000.0,34890.53,-2109.47,2109.47,5.7
 A5,2014,12743,Automatic,58953,Diesel,125,2.0,11,12.96,12743.0,12335.96,-407.04,407.04,3.19
 A5,2017,19985,Automatic,29500,Diesel,145,2.0,8,13.81,19985.0,20058.38,73.38,73.38,0.37
 Q2,2017,20750,Manual,18354,Petrol,145,1.4,8,11.09,20750.0,18319.37,-2430.63,2430.63,11.71
 Q2,2019,21482,Manual,1998,Diesel,145,1.6,6,10.91,21482.0,22516.09,1034.09,1034.09,4.81
 A1,2017,14400,Manual,29271,Petrol,30,1.4,8,12.19,14400.0,13258.07,-1141.93,1141.93,7.93
 TT,2010,7995,Manual,91450,Diesel,145,2.0,15,11.72,7995.0,7242.0,-753.0,753.0,9.42
 A3,2019,21990,Manual,5341,Diesel,145,2.0,6,12.19,21990.0,22385.65,395.65,395.65,1.8
 A6,2018,22750,Automatic,25448,Diesel,145,2.0,7,12.43,22750.0,23134.3,384.3,384.3,1.69
 A6,2014,18498,Semi-Auto,36223,Diesel,235,3.0,11,9.85,18498.0,17475.28,-1022.72,1022.72,5.53
 A1,2016,9980,Manual,30394,Petrol,0,1.0,9,14.8,9980.0,10752.95,772.95,772.95,7.74
 A3,2019,31795,Semi-Auto,3036,Petrol,145,2.0,6,7.59,31795.0,30233.98,-1561.02,1561.02,4.91
 A5,2017,20990,Manual,40993,Diesel,150,2.0,8,14.45,20990.0,17645.15,-3344.85,3344.85,15.94
 TT,2017,22950,Automatic,18352,Petrol,150,2.0,8,9.41,22950.0,22353.18,-596.82,596.82,2.6
 A7,2020,38990,Semi-Auto,1200,Diesel,150,3.0,5,8.4,38990.0,48505.86,9515.86,9515.86,24.41
 A3,2016,13999,Manual,17363,Petrol,20,1.4,9,13.22,13999.0,14960.54,961.54,961.54,6.87
 A3,2017,12750,Manual,33761,Diesel,145,1.6,8,15.53,12750.0,14219.21,1469.21,1469.21,11.52
 A4,2019,24350,Automatic,16500,Diesel,145,2.0,6,10.91,24350.0,25926.19,1576.19,1576.19,6.47
 A4,2015,12300,Manual,27666,Diesel,30,2.0,10,14.45,12300.0,13986.88,1686.88,1686.88,13.71
 A1,2017,12000,Manual,29264,Diesel,150,1.6,8,16.78,12000.0,13228.9,1228.9,1228.9,10.24
 Q3,2017,18500,Manual,9203,Petrol,150,1.4,8,11.31,18500.0,20015.46,1515.46,1515.46,8.19
 Q5,2019,33000,Automatic,5207,Diesel,145,2.0,6,8.4,33000.0,35190.14,2190.14,2190.14,6.64
 Q3,2016,17498,Manual,29602,Diesel,145,2.0,9,11.5,17498.0,17372.61,-125.39,125.39,0.72
 Q5,2019,35950,Automatic,3003,Diesel,150,2.0,6,8.4,35950.0,35346.68,-603.32,603.32,1.68
 Q3,2019,26676,Manual,3125,Petrol,145,1.5,6,9.0,26676.0,27931.53,1255.53,1255.53,4.71
 Q3,2015,19700,Automatic,19563,Diesel,160,2.0,10,11.09,19700.0,17022.99,-2677.01,2677.01,13.59
 Q3,2019,29490,Automatic,3027,Diesel,145,2.0,6,10.36,29490.0,30160.6,670.6,670.6,2.27
 Q3,2013,13025,Semi-Auto,46022,Diesel,200,2.0,12,10.54,13025.0,12178.8,-846.2,846.2,6.5
 A3,2016,16947,Automatic,11861,Petrol,30,1.4,9,12.67,16947.0,16383.21,-563.79,563.79,3.33
 Q7,2019,45450,Semi-Auto,14687,Diesel,145,3.0,6,7.22,45450.0,48334.21,2884.21,2884.21,6.35
 Q3,2019,32990,Automatic,7118,Diesel,145,2.0,6,8.51,32990.0,31182.99,-1807.01,1807.01,5.48
 A1,2014,10995,Manual,36000,Petrol,125,1.4,11,11.5,10995.0,9921.06,-1073.94,1073.94,9.77
 A3,2015,10451,Manual,31983,Diesel,20,1.6,10,15.53,10451.0,11159.69,708.69,708.69,6.78
 Q3,2017,25500,Automatic,21090,Petrol,145,2.0,8,8.89,25500.0,23586.91,-1913.09,1913.09,7.5
 TT,2016,16490,Manual,25000,Diesel,30,2.0,9,13.81,16490.0,16637.9,147.9,147.9,0.9
 A4,2017,19750,Semi-Auto,9806,Petrol,30,2.0,8,11.72,19750.0,20425.57,675.57,675.57,3.42
 Q7,2019,59950,Semi-Auto,6227,Diesel,145,3.0,6,7.3,59950.0,47766.14,-12183.86,12183.86,20.32
 A1,2016,12995,Manual,38000,Petrol,30,1.4,9,12.43,12995.0,11830.76,-1164.24,1164.24,8.96
 Q3,2017,17998,Manual,19331,Diesel,125,2.0,8,12.69,17998.0,19003.32,1005.32,1005.32,5.59
 A4,2013,12495,Automatic,45582,Petrol,200,2.0,12,8.89,12495.0,10876.48,-1618.52,1618.52,12.95
 A5,2009,5495,Manual,108000,Petrol,160,2.0,16,9.41,5495.0,6038.99,543.99,543.99,9.9
 Q2,2019,18896,Manual,5988,Diesel,145,1.6,6,10.91,18896.0,22073.68,3177.68,3177.68,16.82
 Q3,2020,29970,Manual,1015,Petrol,150,1.5,5,9.0,29970.0,31913.01,1943.01,1943.01,6.48
 A3,2016,9712,Manual,60901,Diesel,20,2.0,9,15.16,9712.0,12239.87,2527.87,2527.87,26.03
 Q8,2019,51490,Semi-Auto,9804,Diesel,145,3.0,6,7.39,51490.0,54534.2,3044.2,3044.2,5.91
 Q3,2016,17200,Manual,27410,Diesel,145,2.0,9,11.5,17200.0,17529.9,329.9,329.9,1.92
 A3,2019,18830,Manual,9640,Petrol,145,1.5,6,9.41,18830.0,22219.23,3389.23,3389.23,18.0
 A5,2015,14500,Semi-Auto,56875,Diesel,150,2.0,10,11.72,14500.0,13773.07,-726.93,726.93,5.01
 A5,2019,35850,Automatic,10500,Diesel,145,2.0,6,10.54,35850.0,29333.78,-6516.22,6516.22,18.18
 Q5,2019,34498,Semi-Auto,21,Petrol,145,2.0,6,7.06,34498.0,36366.68,1868.68,1868.68,5.42
 Q5,2016,19600,Semi-Auto,43316,Diesel,200,2.0,9,10.36,19600.0,20172.04,572.04,572.04,2.92
 Q3,2019,30000,Automatic,3033,Petrol,150,1.5,6,8.4,30000.0,28100.72,-1899.28,1899.28,6.33
 TT,2019,31946,Semi-Auto,5500,Petrol,145,2.0,6,7.48,31946.0,33662.66,1716.66,1716.66,5.37
 A3,2015,9800,Manual,40573,Diesel,0,1.6,10,16.34,9800.0,10379.56,579.56,579.56,5.91
 Q5,2016,20495,Semi-Auto,38000,Diesel,200,2.0,9,10.36,20495.0,20638.25,143.25,143.25,0.7
 Q3,2016,12000,Manual,92930,Diesel,125,2.0,9,12.43,12000.0,14484.56,2484.56,2484.56,20.7
 Q2,2020,26995,Manual,2000,Petrol,145,1.5,5,9.57,26995.0,27078.73,83.73,83.73,0.31
 Q5,2018,38900,Semi-Auto,20300,Petrol,145,3.0,7,7.48,38900.0,40055.51,1155.51,1155.51,2.97
 A1,2015,10598,Manual,26300,Diesel,0,1.6,10,17.75,10598.0,10540.94,-57.06,57.06,0.54
 Q7,2017,37900,Semi-Auto,22100,Diesel,150,3.0,8,10.54,37900.0,33942.08,-3957.92,3957.92,10.44
 A5,2014,12199,Automatic,57873,Diesel,125,2.0,11,12.96,12199.0,12368.02,169.02,169.02,1.39
 A6,2018,23489,Semi-Auto,9452,Petrol,145,1.8,7,10.54,23489.0,23028.71,-460.29,460.29,1.96
 A5,2019,36995,Automatic,9256,Diesel,145,2.0,6,10.03,36995.0,30588.9,-6406.1,6406.1,17.32
 Q3,2016,20994,Automatic,22226,Petrol,200,2.0,9,8.89,20994.0,22736.74,1742.74,1742.74,8.3
 Q2,2017,17188,Manual,9249,Diesel,30,1.6,8,14.12,17188.0,17957.84,769.84,769.84,4.48
 A1,2017,11990,Manual,32400,Petrol,145,1.0,8,14.8,11990.0,11986.72,-3.28,3.28,0.03
 A1,2018,14750,Manual,22500,Petrol,150,1.0,7,10.54,14750.0,16042.74,1292.74,1292.74,8.76
 Q3,2019,30990,Automatic,6000,Diesel,145,2.0,6,10.36,30990.0,29755.8,-1234.2,1234.2,3.98
 Q3,2012,11000,Manual,54080,Diesel,160,2.0,13,10.91,11000.0,9907.63,-1092.37,1092.37,9.93
 Q3,2020,34210,Semi-Auto,1766,Petrol,145,2.0,5,6.97,34210.0,38481.59,4271.59,4271.59,12.49
 RS6,2017,61700,Automatic,22558,Petrol,145,4.0,8,6.47,61700.0,59405.04,-2294.96,2294.96,3.72
 Q3,2017,23995,Semi-Auto,25667,Petrol,145,2.0,8,8.89,23995.0,21824.55,-2170.45,2170.45,9.05
 A1,2013,7610,Manual,42580,Petrol,125,1.4,12,11.72,7610.0,8586.68,976.68,976.68,12.83
 A5,2016,18480,Semi-Auto,40586,Diesel,145,2.0,9,12.43,18480.0,17004.19,-1475.81,1475.81,7.99
 A5,2020,31246,Semi-Auto,3000,Petrol,145,2.0,5,8.89,31246.0,31533.84,287.84,287.84,0.92
 A1,2016,14995,Manual,13961,Petrol,30,1.4,9,12.96,14995.0,13601.74,-1393.26,1393.26,9.29
 Q3,2018,19990,Manual,22465,Diesel,150,2.0,7,12.43,19990.0,21453.31,1463.31,1463.31,7.32
 A4,2020,31495,Automatic,2500,Diesel,145,2.0,5,11.09,31495.0,30925.75,-569.25,569.25,1.81
 Q2,2018,20000,Manual,12167,Petrol,150,1.4,7,11.09,20000.0,19854.61,-145.39,145.39,0.73
 Q5,2019,31490,Semi-Auto,9685,Diesel,145,2.0,6,8.4,31490.0,35074.79,3584.79,3584.79,11.38
 Q7,2016,27057,Automatic,60569,Diesel,200,3.0,9,10.54,27057.0,27286.35,229.35,229.35,0.85
 Q5,2019,37000,Automatic,2104,Diesel,150,2.0,6,8.4,37000.0,35403.46,-1596.54,1596.54,4.31
 A4,2016,13985,Manual,55697,Diesel,20,2.0,9,15.53,13985.0,14196.02,211.02,211.02,1.51
 A4,2017,16998,Manual,34870,Petrol,145,1.4,8,11.31,16998.0,16240.15,-757.85,757.85,4.46
 Q3,2017,19712,Semi-Auto,58021,Diesel,145,2.0,8,11.72,19712.0,18814.88,-897.12,897.12,4.55
 A6,2016,19495,Manual,25718,Diesel,125,2.0,9,12.96,19495.0,16529.2,-2965.8,2965.8,15.21
 Q3,2016,16342,Semi-Auto,63345,Diesel,160,2.0,9,11.09,16342.0,16895.35,553.35,553.35,3.39
 A4,2020,32000,Semi-Auto,20,Diesel,145,2.0,5,11.31,32000.0,34053.16,2053.16,2053.16,6.42
 A1,2018,14750,Manual,20546,Petrol,145,1.4,7,12.19,14750.0,15742.67,992.67,992.67,6.73
 A4,2016,17998,Manual,20885,Diesel,30,2.0,9,14.12,17998.0,16208.98,-1789.02,1789.02,9.94
 Q5,2016,23695,Semi-Auto,14618,Diesel,200,2.0,9,10.36,23695.0,23118.85,-576.15,576.15,2.43
 Q2,2019,30950,Automatic,5204,Petrol,145,2.0,6,7.3,30950.0,30037.08,-912.92,912.92,2.95
 TT,2007,4995,Manual,102000,Petrol,145,2.0,18,12.43,4995.0,6609.98,1614.98,1614.98,32.33
 A1,2017,14995,Manual,9500,Petrol,145,1.4,8,12.19,14995.0,14805.95,-189.05,189.05,1.26
 A4,2016,10200,Manual,88151,Diesel,20,2.0,9,15.53,10200.0,13343.75,3143.75,3143.75,30.82
 A4,2019,24650,Manual,3750,Petrol,145,2.0,6,8.4,24650.0,26520.0,1870.0,1870.0,7.59
 R8,2014,51990,Semi-Auto,19800,Petrol,570,4.2,11,5.02,51990.0,49916.57,-2073.43,2073.43,3.99
 A4,2019,24680,Automatic,2877,Diesel,145,2.0,6,11.09,24680.0,26378.5,1698.5,1698.5,6.88
 A1,2020,21840,Semi-Auto,4000,Petrol,150,1.5,5,9.85,21840.0,25678.78,3838.78,3838.78,17.58
 Q7,2019,46990,Semi-Auto,3264,Diesel,145,3.0,6,7.39,46990.0,47237.6,247.6,247.6,0.53
 A3,2019,22061,Manual,2392,Diesel,145,1.6,6,11.31,22061.0,21626.97,-434.03,434.03,1.97
 Q2,2017,18650,Manual,24000,Diesel,30,1.6,8,13.51,18650.0,17543.89,-1106.11,1106.11,5.93
 A4,2020,44500,Automatic,3911,Diesel,145,3.0,5,8.89,44500.0,42994.76,-1505.24,1505.24,3.38
 A4,2014,8500,Automatic,96000,Diesel,150,2.0,11,11.72,8500.0,9886.83,1386.83,1386.83,16.32
 A6,2014,12295,Manual,64880,Diesel,30,2.0,11,13.81,12295.0,12654.85,359.85,359.85,2.93
 Q2,2019,20850,Manual,84,Diesel,145,1.6,6,10.91,20850.0,23843.65,2993.65,2993.65,14.36
 A1,2017,15490,Semi-Auto,12782,Petrol,145,1.4,8,12.43,15490.0,15318.67,-171.33,171.33,1.11
 Q5,2020,36995,Semi-Auto,50,Diesel,145,2.0,5,8.4,36995.0,43019.68,6024.68,6024.68,16.29
 A3,2017,20990,Automatic,31376,Diesel,125,2.0,8,12.69,20990.0,17667.08,-3322.92,3322.92,15.83
 A5,2019,31990,Automatic,5000,Diesel,145,2.0,6,10.36,31990.0,29889.62,-2100.38,2100.38,6.57
 A3,2017,12595,Semi-Auto,36633,Petrol,20,1.0,8,13.81,12595.0,13866.17,1271.17,1271.17,10.09
 A1,2015,9580,Manual,44141,Petrol,30,1.4,10,12.67,9580.0,10733.9,1153.9,1153.9,12.04
 A3,2020,16999,Manual,2718,Petrol,150,1.0,5,10.91,16999.0,20940.51,3941.51,3941.51,23.19
 Q3,2015,13300,Manual,54890,Diesel,125,2.0,10,13.22,13300.0,14083.35,783.35,783.35,5.89
 Q7,2017,37442,Semi-Auto,20801,Diesel,145,3.0,8,10.54,37442.0,33925.56,-3516.44,3516.44,9.39
 A1,2016,9895,Manual,75189,Diesel,0,1.6,9,17.75,9895.0,9924.84,29.84,29.84,0.3
 RS3,2019,47990,Semi-Auto,3584,Petrol,145,2.5,6,6.53,47990.0,43392.58,-4597.42,4597.42,9.58
 A5,2014,11998,Manual,49640,Diesel,30,2.0,11,14.12,11998.0,12265.04,267.04,267.04,2.23
 A3,2014,12640,Automatic,56508,Diesel,125,2.0,11,12.96,12640.0,10659.77,-1980.23,1980.23,15.67
 A5,2016,16475,Manual,30748,Diesel,145,2.0,9,11.94,16475.0,17528.23,1053.23,1053.23,6.39
