model,manufactured_year,selling_price,transmission_type,mileage,fuel_type,tax,engine_size,car_age,miles_per_litre,Actual Price,Predicted Price,Error,Absolute Error,Percent Error (%)
 RS5,2019,54990,Automatic,4474,Petrol,145,2.9,6,6.53,54990.0,53760.98,-1229.02,1229.02,2.23
 A6,2019,33999,Semi-Auto,15885,Diesel,145,3.0,6,11.09,33999.0,35407.99,1408.99,1408.99,4.14
 A3,2015,20900,Semi-Auto,32600,Petrol,205,2.0,10,9.0,20900.0,15269.29,-5630.71,5630.71,26.94
 Q2,2017,20990,Semi-Auto,20630,Diesel,145,2.0,8,12.69,20990.0,19213.94,-1776.06,1776.06,8.46
 A3,2017,12970,Manual,20661,Petrol,20,1.0,8,13.81,12970.0,13438.93,468.93,468.93,3.62
 TT,2016,22500,Automatic,45182,Petrol,200,2.0,9,9.0,22500.0,19054.54,-3445.46,3445.46,15.31
 Q7,2014,25042,Semi-Auto,43700,Diesel,300,3.0,11,8.4,25042.0,24424.5,-617.5,617.5,2.47
 A1,2012,8288,Manual,25000,Diesel,0,1.6,13,16.34,8288.0,7138.96,-1149.04,1149.04,13.86
 A5,2014,13495,Manual,31650,Petrol,150,1.8,11,10.91,13495.0,12944.12,-550.88,550.88,4.08
 Q3,2019,25490,Manual,11130,Diesel,145,2.0,6,9.41,25490.0,26075.55,585.55,585.55,2.3
 Q3,2017,19498,Semi-Auto,29323,Diesel,150,2.0,8,12.19,19498.0,20833.72,1335.72,1335.72,6.85
 A3,2018,20488,Manual,13069,Petrol,145,1.5,7,11.94,20488.0,18836.38,-1651.62,1651.62,8.06
 A3,2017,25999,Manual,21349,Petrol,200,2.0,8,8.75,25999.0,17967.46,-8031.54,8031.54,30.89
 Q2,2019,27870,Semi-Auto,5872,Petrol,145,2.0,6,7.3,27870.0,29932.29,2062.29,2062.29,7.4
 Q3,2017,16000,Automatic,47482,Petrol,150,1.4,8,10.54,16000.0,19408.29,3408.29,3408.29,21.3
 Q2,2019,23500,Automatic,4573,Petrol,145,1.5,6,9.0,23500.0,26222.59,2722.59,2722.59,11.59
 A6,2015,13498,Semi-Auto,51405,Diesel,20,2.0,10,14.8,13498.0,15499.95,2001.95,2001.95,14.83
 A4,2014,13975,Manual,36790,Diesel,30,2.0,11,13.51,13975.0,11026.03,-2948.97,2948.97,21.1
 Q3,2017,20750,Automatic,25000,Petrol,145,2.0,8,9.41,20750.0,22873.85,2123.85,2123.85,10.24
 Q2,2017,18950,Semi-Auto,25915,Diesel,145,1.6,8,14.45,18950.0,17407.84,-1542.16,1542.16,8.14
 A6,2019,32750,Automatic,8305,Diesel,145,3.0,6,8.75,32750.0,34662.69,1912.69,1912.69,5.84
 A4,2017,20900,Manual,15724,Diesel,150,2.0,8,14.8,20900.0,16739.18,-4160.82,4160.82,19.91
 Q5,2019,57895,Automatic,1255,Diesel,145,3.0,6,7.15,57895.0,41866.43,-16028.57,16028.57,27.69
 Q2,2019,31000,Semi-Auto,4264,Petrol,145,2.0,6,7.3,31000.0,30101.19,-898.81,898.81,2.9
 Q2,2019,22784,Manual,4569,Petrol,145,1.5,6,9.0,22784.0,24020.07,1236.07,1236.07,5.43
 Q7,2019,40495,Semi-Auto,8391,Diesel,150,3.0,6,7.39,40495.0,50177.22,9682.22,9682.22,23.91
 Q5,2016,23442,Semi-Auto,15744,Diesel,200,2.0,9,10.36,23442.0,21324.58,-2117.42,2117.42,9.03
 Q8,2019,56990,Automatic,5000,Diesel,145,3.0,6,7.39,56990.0,57174.72,184.72,184.72,0.32
 Q3,2019,29950,Semi-Auto,2451,Petrol,150,2.0,6,7.06,29950.0,33180.0,3230.0,3230.0,10.78
 Q3,2017,18350,Automatic,31000,Petrol,145,1.4,8,10.54,18350.0,19546.3,1196.3,1196.3,6.52
 A1,2018,16990,Manual,8300,Petrol,145,1.4,7,15.53,16990.0,17195.87,205.87,205.87,1.21
 A1,2017,11949,Manual,10909,Petrol,0,1.0,8,14.8,11949.0,12063.24,114.24,114.24,0.96
 A6,2016,18275,Semi-Auto,64919,Diesel,125,2.0,9,12.96,18275.0,17732.87,-542.13,542.13,2.97
 A1,2015,10349,Manual,31509,Petrol,0,1.0,10,14.8,10349.0,9099.79,-1249.21,1249.21,12.07
 Q3,2019,34995,Automatic,7126,Petrol,145,2.0,6,7.06,34995.0,31962.0,-3033.0,3033.0,8.67
 Q7,2020,46990,Automatic,5000,Diesel,145,3.0,5,7.39,46990.0,60839.75,13849.75,13849.75,29.47
 Q2,2019,23900,Manual,2728,Petrol,150,1.5,6,9.57,23900.0,24339.39,439.39,439.39,1.84
 A3,2016,14991,Manual,25556,Petrol,20,1.4,9,13.22,14991.0,13256.47,-1734.53,1734.53,11.57
 A4,2016,17990,Manual,40500,Diesel,30,2.0,9,14.8,17990.0,14061.98,-3928.02,3928.02,21.83
 A5,2020,29888,Automatic,1500,Diesel,145,2.0,5,11.31,29888.0,34381.6,4493.6,4493.6,15.03
 Q3,2019,36497,Automatic,1000,Diesel,145,2.0,6,10.36,36497.0,29873.68,-6623.32,6623.32,18.15
 A3,2015,11999,Automatic,29460,Diesel,30,2.0,10,14.12,11999.0,13313.75,1314.75,1314.75,10.96
 Q7,2016,32989,Semi-Auto,48322,Diesel,200,3.0,9,10.54,32989.0,31243.81,-1745.19,1745.19,5.29
 A3,2012,6899,Manual,88394,Diesel,125,2.0,13,13.22,6899.0,8832.35,1933.35,1933.35,28.02
 Q5,2016,26390,Semi-Auto,37647,Diesel,240,3.0,9,9.41,26390.0,25728.84,-661.16,661.16,2.51
 Q2,2018,23995,Manual,16534,Petrol,150,1.4,7,10.91,23995.0,19373.95,-4621.05,4621.05,19.26
 Q3,2019,25000,Manual,1000,Petrol,145,1.5,6,9.0,25000.0,26972.12,1972.12,1972.12,7.89
 A3,2017,17100,Manual,29545,Diesel,145,2.0,8,14.45,17100.0,16195.05,-904.95,904.95,5.29
 A5,2017,19999,Automatic,35662,Diesel,145,2.0,8,15.53,19999.0,19486.5,-512.5,512.5,2.56
 Q3,2016,16297,Manual,35940,Diesel,145,2.0,9,12.43,16297.0,16274.64,-22.36,22.36,0.14
 A1,2017,11500,Manual,15421,Petrol,145,1.0,8,14.8,11500.0,12745.86,1245.86,1245.86,10.83
 A1,2016,11000,Manual,35002,Petrol,30,1.4,9,12.67,11000.0,12119.93,1119.93,1119.93,10.18
 Q3,2019,38990,Semi-Auto,1335,Petrol,145,2.0,6,7.06,38990.0,33522.4,-5467.6,5467.6,14.02
 Q3,2016,17500,Manual,24168,Diesel,160,2.0,9,10.91,17500.0,16276.36,-1223.64,1223.64,6.99
 Q3,2019,35888,Semi-Auto,1856,Diesel,145,2.0,6,10.03,35888.0,30034.58,-5853.42,5853.42,16.31
 Q5,2019,52990,Automatic,5000,Diesel,145,3.0,6,7.59,52990.0,41005.97,-11984.03,11984.03,22.62
 A3,2020,35995,Semi-Auto,314,Petrol,150,2.0,5,7.68,35995.0,36207.16,212.16,212.16,0.59
 A3,2015,13599,Manual,43523,Petrol,20,1.4,10,13.22,13599.0,11589.36,-2009.64,2009.64,14.78
 Q2,2017,21995,Manual,10962,Petrol,145,1.4,8,11.09,21995.0,16730.62,-5264.38,5264.38,23.93
 A1,2020,27990,Automatic,2500,Petrol,145,1.5,5,9.7,27990.0,27966.48,-23.52,23.52,0.08
 Q5,2019,41490,Semi-Auto,21400,Petrol,145,3.0,6,7.48,41490.0,46092.95,4602.95,4602.95,11.09
 A3,2019,21691,Manual,2259,Diesel,145,1.6,6,11.31,21691.0,20936.54,-754.46,754.46,3.48
 Q7,2019,51950,Automatic,8206,Diesel,145,3.0,6,7.22,51950.0,49202.45,-2747.55,2747.55,5.29
 Q5,2018,39990,Semi-Auto,24233,Petrol,145,3.0,7,7.48,39990.0,38602.16,-1387.84,1387.84,3.47
 Q3,2014,12300,Automatic,43195,Diesel,200,2.0,11,10.54,12300.0,13855.37,1555.37,1555.37,12.65
 A4,2017,16990,Manual,20000,Diesel,150,2.0,8,14.8,16990.0,16668.51,-321.49,321.49,1.89
 A1,2014,13750,Semi-Auto,24914,Petrol,20,1.4,11,13.22,13750.0,10649.31,-3100.69,3100.69,22.55
 A3,2015,13298,Manual,40321,Diesel,20,2.0,10,15.16,13298.0,12124.41,-1173.59,1173.59,8.83
 A1,2020,19250,Manual,2004,Petrol,145,1.0,5,10.71,19250.0,22040.01,2790.01,2790.01,14.49
 Q2,2017,16950,Manual,25000,Petrol,125,1.4,8,11.5,16950.0,16496.95,-453.05,453.05,2.67
 A4,2016,16800,Automatic,44214,Diesel,30,2.0,9,14.45,16800.0,15304.94,-1495.06,1495.06,8.9
 Q8,2018,51250,Semi-Auto,1964,Diesel,145,3.0,7,7.39,51250.0,49679.74,-1570.26,1570.26,3.06
 A1,2015,9397,Manual,52200,Petrol,30,1.4,10,12.67,9397.0,10620.51,1223.51,1223.51,13.02
 A6,2019,30990,Automatic,2200,Diesel,145,2.0,6,10.54,30990.0,29184.1,-1805.9,1805.9,5.83
 Q5,2017,24990,Semi-Auto,47124,Diesel,150,2.0,8,12.19,24990.0,24175.1,-814.9,814.9,3.26
 A5,2016,19690,Automatic,44717,Diesel,160,2.0,9,11.09,19690.0,16571.81,-3118.19,3118.19,15.84
 Q7,2012,14600,Automatic,95600,Diesel,300,3.0,13,8.4,14600.0,19324.61,4724.61,4724.61,32.36
 Q7,2019,53490,Automatic,6000,Diesel,145,3.0,6,7.3,53490.0,49506.31,-3983.69,3983.69,7.45
 Q2,2019,24490,Manual,6500,Petrol,145,1.5,6,8.62,24490.0,23809.56,-680.44,680.44,2.78
 A7,2017,25400,Semi-Auto,24592,Diesel,145,3.0,8,11.5,25400.0,27045.42,1645.42,1645.42,6.48
 A4,2019,22288,Manual,5654,Petrol,145,2.0,6,8.62,22288.0,25966.78,3678.78,3678.78,16.51
 A3,2019,30000,Automatic,289,Petrol,150,2.0,6,7.68,30000.0,29086.53,-913.47,913.47,3.04
 A6,2019,60000,Automatic,1000,Diesel,145,3.0,6,7.88,60000.0,35751.65,-24248.35,24248.35,40.41
 A3,2019,31950,Semi-Auto,6602,Petrol,145,2.0,6,7.68,31950.0,28025.52,-3924.48,3924.48,12.28
 A3,2017,21350,Semi-Auto,22100,Petrol,145,1.5,8,12.43,21350.0,17823.32,-3526.68,3526.68,16.52
 Q3,2017,22999,Semi-Auto,23250,Diesel,145,2.0,8,11.72,22999.0,20859.35,-2139.65,2139.65,9.3
 Q5,2014,15490,Semi-Auto,69798,Diesel,200,2.0,11,10.36,15490.0,16354.38,864.38,864.38,5.58
 Q3,2018,27400,Semi-Auto,13768,Petrol,145,2.0,7,8.89,27400.0,27378.87,-21.13,21.13,0.08
 A4,2019,24990,Automatic,8499,Diesel,145,2.0,6,10.71,24990.0,25164.97,174.97,174.97,0.7
 TT,2016,17498,Manual,20674,Petrol,160,2.0,9,10.18,17498.0,17780.14,282.14,282.14,1.61
 A5,2013,11690,Automatic,44681,Diesel,125,2.0,12,12.96,11690.0,11824.73,134.73,134.73,1.15
 A4,2016,15990,Manual,30625,Diesel,30,2.0,9,14.8,15990.0,14131.27,-1858.73,1858.73,11.62
 Q2,2018,22990,Manual,8057,Petrol,150,1.4,7,10.91,22990.0,19620.44,-3369.56,3369.56,14.66
 Q7,2018,49850,Semi-Auto,25800,Diesel,145,4.0,7,8.62,49850.0,48899.71,-950.29,950.29,1.91
 A6,2015,10500,Automatic,118330,Diesel,30,2.0,10,14.12,10500.0,15025.85,4525.85,4525.85,43.1
 A4,2016,13900,Manual,37448,Petrol,125,2.0,9,10.91,13900.0,15930.24,2030.24,2030.24,14.61
 Q3,2019,37000,Semi-Auto,2263,Petrol,150,2.0,6,6.75,37000.0,33139.12,-3860.88,3860.88,10.43
 A5,2014,12743,Automatic,58953,Diesel,125,2.0,11,12.96,12743.0,13070.05,327.05,327.05,2.57
 A5,2017,19985,Automatic,29500,Diesel,145,2.0,8,13.81,19985.0,19407.77,-577.23,577.23,2.89
 Q2,2017,20750,Manual,18354,Petrol,145,1.4,8,11.09,20750.0,16579.65,-4170.35,4170.35,20.1
 Q2,2019,21482,Manual,1998,Diesel,145,1.6,6,10.91,21482.0,22380.85,898.85,898.85,4.18
 A1,2017,14400,Manual,29271,Petrol,30,1.4,8,12.19,14400.0,13926.76,-473.24,473.24,3.29
 TT,2010,7995,Manual,91450,Diesel,145,2.0,15,11.72,7995.0,8311.64,316.64,316.64,3.96
 A3,2019,21990,Manual,5341,Diesel,145,2.0,6,12.19,21990.0,22961.97,971.97,971.97,4.42
 A6,2018,22750,Automatic,25448,Diesel,145,2.0,7,12.43,22750.0,23702.96,952.96,952.96,4.19
 A6,2014,18498,Semi-Auto,36223,Diesel,235,3.0,11,9.85,18498.0,17184.27,-1313.73,1313.73,7.1
 A1,2016,9980,Manual,30394,Petrol,0,1.0,9,14.8,9980.0,10318.33,338.33,338.33,3.39
 A3,2019,31795,Semi-Auto,3036,Petrol,145,2.0,6,7.59,31795.0,28391.06,-3403.94,3403.94,10.71
 A5,2017,20990,Manual,40993,Diesel,150,2.0,8,14.45,20990.0,17732.43,-3257.57,3257.57,15.52
 TT,2017,22950,Automatic,18352,Petrol,150,2.0,8,9.41,22950.0,22210.32,-739.68,739.68,3.22
 A7,2020,38990,Semi-Auto,1200,Diesel,150,3.0,5,8.4,38990.0,47644.38,8654.38,8654.38,22.2
 A3,2016,13999,Manual,17363,Petrol,20,1.4,9,13.22,13999.0,13346.9,-652.1,652.1,4.66
 A3,2017,12750,Manual,33761,Diesel,145,1.6,8,15.53,12750.0,14644.53,1894.53,1894.53,14.86
 A4,2019,24350,Automatic,16500,Diesel,145,2.0,6,10.91,24350.0,24901.41,551.41,551.41,2.26
 A4,2015,12300,Manual,27666,Diesel,30,2.0,10,14.45,12300.0,12473.9,173.9,173.9,1.41
 A1,2017,12000,Manual,29264,Diesel,150,1.6,8,16.78,12000.0,13540.24,1540.24,1540.24,12.84
 Q3,2017,18500,Manual,9203,Petrol,150,1.4,8,11.31,18500.0,18377.93,-122.07,122.07,0.66
 Q5,2019,33000,Automatic,5207,Diesel,145,2.0,6,8.4,33000.0,33526.51,526.51,526.51,1.6
 Q3,2016,17498,Manual,29602,Diesel,145,2.0,9,11.5,17498.0,16251.69,-1246.31,1246.31,7.12
 Q5,2019,35950,Automatic,3003,Diesel,150,2.0,6,8.4,35950.0,33866.52,-2083.48,2083.48,5.8
 Q3,2019,26676,Manual,3125,Petrol,145,1.5,6,9.0,26676.0,26437.3,-238.7,238.7,0.89
 Q3,2015,19700,Automatic,19563,Diesel,160,2.0,10,11.09,19700.0,15754.98,-3945.02,3945.02,20.03
 Q3,2019,29490,Automatic,3027,Diesel,145,2.0,6,10.36,29490.0,29297.73,-192.27,192.27,0.65
 Q3,2013,13025,Semi-Auto,46022,Diesel,200,2.0,12,10.54,13025.0,12689.5,-335.5,335.5,2.58
 A3,2016,16947,Automatic,11861,Petrol,30,1.4,9,12.67,16947.0,14700.21,-2246.79,2246.79,13.26
 Q7,2019,45450,Semi-Auto,14687,Diesel,145,3.0,6,7.22,45450.0,49596.88,4146.88,4146.88,9.12
 Q3,2019,32990,Automatic,7118,Diesel,145,2.0,6,8.51,32990.0,28517.81,-4472.19,4472.19,13.56
 A1,2014,10995,Manual,36000,Petrol,125,1.4,11,11.5,10995.0,9644.23,-1350.77,1350.77,12.29
 A3,2015,10451,Manual,31983,Diesel,20,1.6,10,15.53,10451.0,11000.94,549.94,549.94,5.26
 Q3,2017,25500,Automatic,21090,Petrol,145,2.0,8,8.89,25500.0,22863.49,-2636.51,2636.51,10.34
 TT,2016,16490,Manual,25000,Diesel,30,2.0,9,13.81,16490.0,15615.6,-874.4,874.4,5.3
 A4,2017,19750,Semi-Auto,9806,Petrol,30,2.0,8,11.72,19750.0,20556.79,806.79,806.79,4.09
 Q7,2019,59950,Semi-Auto,6227,Diesel,145,3.0,6,7.3,59950.0,50383.72,-9566.28,9566.28,15.96
 A1,2016,12995,Manual,38000,Petrol,30,1.4,9,12.43,12995.0,12088.03,-906.97,906.97,6.98
 Q3,2017,17998,Manual,19331,Diesel,125,2.0,8,12.69,17998.0,18882.05,884.05,884.05,4.91
 A4,2013,12495,Automatic,45582,Petrol,200,2.0,12,8.89,12495.0,12201.58,-293.42,293.42,2.35
 A5,2009,5495,Manual,108000,Petrol,160,2.0,16,9.41,5495.0,8359.8,2864.8,2864.8,52.13
 Q2,2019,18896,Manual,5988,Diesel,145,1.6,6,10.91,18896.0,21953.07,3057.07,3057.07,16.18
 Q3,2020,29970,Manual,1015,Petrol,150,1.5,5,9.0,29970.0,33021.89,3051.89,3051.89,10.18
 A3,2016,9712,Manual,60901,Diesel,20,2.0,9,15.16,9712.0,13639.93,3927.93,3927.93,40.44
 Q8,2019,51490,Semi-Auto,9804,Diesel,145,3.0,6,7.39,51490.0,57540.67,6050.67,6050.67,11.75
 Q3,2016,17200,Manual,27410,Diesel,145,2.0,9,11.5,17200.0,16273.69,-926.31,926.31,5.39
 A3,2019,18830,Manual,9640,Petrol,145,1.5,6,9.41,18830.0,22235.49,3405.49,3405.49,18.09
 A5,2015,14500,Semi-Auto,56875,Diesel,150,2.0,10,11.72,14500.0,14869.18,369.18,369.18,2.55
 A5,2019,35850,Automatic,10500,Diesel,145,2.0,6,10.54,35850.0,27024.71,-8825.29,8825.29,24.62
 Q5,2019,34498,Semi-Auto,21,Petrol,145,2.0,6,7.06,34498.0,42162.26,7664.26,7664.26,22.22
 Q5,2016,19600,Semi-Auto,43316,Diesel,200,2.0,9,10.36,19600.0,20948.38,1348.38,1348.38,6.88
 Q3,2019,30000,Automatic,3033,Petrol,150,1.5,6,8.4,30000.0,28769.12,-1230.88,1230.88,4.1
 TT,2019,31946,Semi-Auto,5500,Petrol,145,2.0,6,7.48,31946.0,31672.57,-273.43,273.43,0.86
 A3,2015,9800,Manual,40573,Diesel,0,1.6,10,16.34,9800.0,10587.41,787.41,787.41,8.03
 Q5,2016,20495,Semi-Auto,38000,Diesel,200,2.0,9,10.36,20495.0,20996.68,501.68,501.68,2.45
 Q3,2016,12000,Manual,92930,Diesel,125,2.0,9,12.43,12000.0,15976.08,3976.08,3976.08,33.13
 Q2,2020,26995,Manual,2000,Petrol,145,1.5,5,9.57,26995.0,29944.83,2949.83,2949.83,10.93
 Q5,2018,38900,Semi-Auto,20300,Petrol,145,3.0,7,7.48,38900.0,38722.57,-177.43,177.43,0.46
 A1,2015,10598,Manual,26300,Diesel,0,1.6,10,17.75,10598.0,9838.62,-759.38,759.38,7.17
 Q7,2017,37900,Semi-Auto,22100,Diesel,150,3.0,8,10.54,37900.0,36244.33,-1655.67,1655.67,4.37
 A5,2014,12199,Automatic,57873,Diesel,125,2.0,11,12.96,12199.0,13074.3,875.3,875.3,7.18
 A6,2018,23489,Semi-Auto,9452,Petrol,145,1.8,7,10.54,23489.0,26222.69,2733.69,2733.69,11.64
 A5,2019,36995,Automatic,9256,Diesel,145,2.0,6,10.03,36995.0,27002.55,-9992.45,9992.45,27.01
 Q3,2016,20994,Automatic,22226,Petrol,200,2.0,9,8.89,20994.0,19971.89,-1022.11,1022.11,4.87
 Q2,2017,17188,Manual,9249,Diesel,30,1.6,8,14.12,17188.0,15620.92,-1567.08,1567.08,9.12
 A1,2017,11990,Manual,32400,Petrol,145,1.0,8,14.8,11990.0,12580.51,590.51,590.51,4.93
 A1,2018,14750,Manual,22500,Petrol,150,1.0,7,10.54,14750.0,14474.27,-275.73,275.73,1.87
 Q3,2019,30990,Automatic,6000,Diesel,145,2.0,6,10.36,30990.0,28947.39,-2042.61,2042.61,6.59
 Q3,2012,11000,Manual,54080,Diesel,160,2.0,13,10.91,11000.0,10320.61,-679.39,679.39,6.18
 Q3,2020,34210,Semi-Auto,1766,Petrol,145,2.0,5,6.97,34210.0,40803.01,6593.01,6593.01,19.27
 RS6,2017,61700,Automatic,22558,Petrol,145,4.0,8,6.47,61700.0,57021.31,-4678.69,4678.69,7.58
 Q3,2017,23995,Semi-Auto,25667,Petrol,145,2.0,8,8.89,23995.0,23203.62,-791.38,791.38,3.3
 A1,2013,7610,Manual,42580,Petrol,125,1.4,12,11.72,7610.0,8667.43,1057.43,1057.43,13.9
 A5,2016,18480,Semi-Auto,40586,Diesel,145,2.0,9,12.43,18480.0,17004.78,-1475.22,1475.22,7.98
 A5,2020,31246,Semi-Auto,3000,Petrol,145,2.0,5,8.89,31246.0,38629.0,7383.0,7383.0,23.63
 A1,2016,14995,Manual,13961,Petrol,30,1.4,9,12.96,14995.0,12334.84,-2660.16,2660.16,17.74
 Q3,2018,19990,Manual,22465,Diesel,150,2.0,7,12.43,19990.0,21999.31,2009.31,2009.31,10.05
 A4,2020,31495,Automatic,2500,Diesel,145,2.0,5,11.09,31495.0,31542.36,47.36,47.36,0.15
 Q2,2018,20000,Manual,12167,Petrol,150,1.4,7,11.09,20000.0,19498.38,-501.62,501.62,2.51
 Q5,2019,31490,Semi-Auto,9685,Diesel,145,2.0,6,8.4,31490.0,33772.43,2282.43,2282.43,7.25
 Q7,2016,27057,Automatic,60569,Diesel,200,3.0,9,10.54,27057.0,30558.02,3501.02,3501.02,12.94
 Q5,2019,37000,Automatic,2104,Diesel,150,2.0,6,8.4,37000.0,34079.0,-2921.0,2921.0,7.89
 A4,2016,13985,Manual,55697,Diesel,20,2.0,9,15.53,13985.0,13959.07,-25.93,25.93,0.19
 A4,2017,16998,Manual,34870,Petrol,145,1.4,8,11.31,16998.0,15663.98,-1334.02,1334.02,7.85
 Q3,2017,19712,Semi-Auto,58021,Diesel,145,2.0,8,11.72,19712.0,20526.55,814.55,814.55,4.13
 A6,2016,19495,Manual,25718,Diesel,125,2.0,9,12.96,19495.0,16211.72,-3283.28,3283.28,16.84
 Q3,2016,16342,Semi-Auto,63345,Diesel,160,2.0,9,11.09,16342.0,17809.74,1467.74,1467.74,8.98
 A4,2020,32000,Semi-Auto,20,Diesel,145,2.0,5,11.31,32000.0,34981.9,2981.9,2981.9,9.32
 A1,2018,14750,Manual,20546,Petrol,145,1.4,7,12.19,14750.0,16669.12,1919.12,1919.12,13.01
 A4,2016,17998,Manual,20885,Diesel,30,2.0,9,14.12,17998.0,14184.72,-3813.28,3813.28,21.19
 Q5,2016,23695,Semi-Auto,14618,Diesel,200,2.0,9,10.36,23695.0,21352.43,-2342.57,2342.57,9.89
 Q2,2019,30950,Automatic,5204,Petrol,145,2.0,6,7.3,30950.0,29454.31,-1495.69,1495.69,4.83
 TT,2007,4995,Manual,102000,Petrol,145,2.0,18,12.43,4995.0,7531.55,2536.55,2536.55,50.78
 A1,2017,14995,Manual,9500,Petrol,145,1.4,8,12.19,14995.0,14477.72,-517.28,517.28,3.45
 A4,2016,10200,Manual,88151,Diesel,20,2.0,9,15.53,10200.0,13846.8,3646.8,3646.8,35.75
 A4,2019,24650,Manual,3750,Petrol,145,2.0,6,8.4,24650.0,26114.31,1464.31,1464.31,5.94
 R8,2014,51990,Semi-Auto,19800,Petrol,570,4.2,11,5.02,51990.0,53446.01,1456.01,1456.01,2.8
 A4,2019,24680,Automatic,2877,Diesel,145,2.0,6,11.09,24680.0,25703.99,1023.99,1023.99,4.15
 A1,2020,21840,Semi-Auto,4000,Petrol,150,1.5,5,9.85,21840.0,28284.47,6444.47,6444.47,29.51
 Q7,2019,46990,Semi-Auto,3264,Diesel,145,3.0,6,7.39,46990.0,50996.18,4006.18,4006.18,8.53
 A3,2019,22061,Manual,2392,Diesel,145,1.6,6,11.31,22061.0,20915.5,-1145.5,1145.5,5.19
 Q2,2017,18650,Manual,24000,Diesel,30,1.6,8,13.51,18650.0,15318.69,-3331.31,3331.31,17.86
 A4,2020,44500,Automatic,3911,Diesel,145,3.0,5,8.89,44500.0,37965.92,-6534.08,6534.08,14.68
 A4,2014,8500,Automatic,96000,Diesel,150,2.0,11,11.72,8500.0,11961.73,3461.73,3461.73,40.73
 A6,2014,12295,Manual,64880,Diesel,30,2.0,11,13.81,12295.0,12392.02,97.02,97.02,0.79
 Q2,2019,20850,Manual,84,Diesel,145,1.6,6,10.91,20850.0,23658.98,2808.98,2808.98,13.47
 A1,2017,15490,Semi-Auto,12782,Petrol,145,1.4,8,12.43,15490.0,16031.81,541.81,541.81,3.5
 Q5,2020,36995,Semi-Auto,50,Diesel,145,2.0,5,8.4,36995.0,45337.4,8342.4,8342.4,22.55
 A3,2017,20990,Automatic,31376,Diesel,125,2.0,8,12.69,20990.0,17487.06,-3502.94,3502.94,16.69
 A5,2019,31990,Automatic,5000,Diesel,145,2.0,6,10.36,31990.0,27350.7,-4639.3,4639.3,14.5
 A3,2017,12595,Semi-Auto,36633,Petrol,20,1.0,8,13.81,12595.0,14791.54,2196.54,2196.54,17.44
 A1,2015,9580,Manual,44141,Petrol,30,1.4,10,12.67,9580.0,10651.88,1071.88,1071.88,11.19
 A3,2020,16999,Manual,2718,Petrol,150,1.0,5,10.91,16999.0,23933.49,6934.49,6934.49,40.79
 Q3,2015,13300,Manual,54890,Diesel,125,2.0,10,13.22,13300.0,14284.32,984.32,984.32,7.4
 Q7,2017,37442,Semi-Auto,20801,Diesel,145,3.0,8,10.54,37442.0,36267.98,-1174.02,1174.02,3.14
 A1,2016,9895,Manual,75189,Diesel,0,1.6,9,17.75,9895.0,10944.93,1049.93,1049.93,10.61
 RS3,2019,47990,Semi-Auto,3584,Petrol,145,2.5,6,6.53,47990.0,45477.56,-2512.44,2512.44,5.24
 A5,2014,11998,Manual,49640,Diesel,30,2.0,11,14.12,11998.0,11866.99,-131.01,131.01,1.09
 A3,2014,12640,Automatic,56508,Diesel,125,2.0,11,12.96,12640.0,11882.07,-757.93,757.93,6.0
 A5,2016,16475,Manual,30748,Diesel,145,2.0,9,11.94,16475.0,15331.48,-1143.52,1143.52,6.94
