model,manufactured_year,selling_price,transmission_type,mileage,fuel_type,tax,engine_size,car_age,miles_per_litre,Actual Price,Predicted Price,Error,Absolute Error,Percent Error (%)
 A1,2017,11949,Manual,10909,Petrol,0,1.0,8,14.8,11949.0,12773.34,824.34,824.34,6.9
 A6,2016,18275,Semi-Auto,64919,Diesel,125,2.0,9,12.96,18275.0,17259.06,-1015.94,1015.94,5.56
 A1,2015,10349,Manual,31509,Petrol,0,1.0,10,14.8,10349.0,10093.55,-255.45,255.45,2.47
 Q3,2019,34995,Automatic,7126,Petrol,145,2.0,6,7.06,34995.0,32736.6,-2258.4,2258.4,6.45
 Q7,2020,46990,Automatic,5000,Diesel,145,3.0,5,7.39,46990.0,54884.73,7894.73,7894.73,16.8
 Q2,2019,23900,Manual,2728,Petrol,150,1.5,6,9.57,23900.0,22607.3,-1292.7,1292.7,5.41
 A3,2016,14991,Manual,25556,Petrol,20,1.4,9,13.22,14991.0,14421.58,-569.42,569.42,3.8
 A4,2016,17990,Manual,40500,Diesel,30,2.0,9,14.8,17990.0,15124.09,-2865.91,2865.91,15.93
 A5,2020,29888,Automatic,1500,Diesel,145,2.0,5,11.31,29888.0,36127.24,6239.24,6239.24,20.88
 Q3,2019,36497,Automatic,1000,Diesel,145,2.0,6,10.36,36497.0,32287.65,-4209.35,4209.35,11.53
 A3,2015,11999,Automatic,29460,Diesel,30,2.0,10,14.12,11999.0,13767.08,1768.08,1768.08,14.74
 Q7,2016,32989,Semi-Auto,48322,Diesel,200,3.0,9,10.54,32989.0,30273.29,-2715.71,2715.71,8.23
 A3,2012,6899,Manual,88394,Diesel,125,2.0,13,13.22,6899.0,6379.12,-519.88,519.88,7.54
 Q5,2016,26390,Semi-Auto,37647,Diesel,240,3.0,9,9.41,26390.0,28058.58,1668.58,1668.58,6.32
 Q2,2018,23995,Manual,16534,Petrol,150,1.4,7,10.91,23995.0,19400.6,-4594.4,4594.4,19.15
 Q3,2019,25000,Manual,1000,Petrol,145,1.5,6,9.0,25000.0,27673.55,2673.55,2673.55,10.69
 A3,2017,17100,Manual,29545,Diesel,145,2.0,8,14.45,17100.0,15512.81,-1587.19,1587.19,9.28
 A5,2017,19999,Automatic,35662,Diesel,145,2.0,8,15.53,19999.0,19226.53,-772.47,772.47,3.86
 Q3,2016,16297,Manual,35940,Diesel,145,2.0,9,12.43,16297.0,17419.51,1122.51,1122.51,6.89
 A1,2017,11500,Manual,15421,Petrol,145,1.0,8,14.8,11500.0,12427.28,927.28,927.28,8.06
 A1,2016,11000,Manual,35002,Petrol,30,1.4,9,12.67,11000.0,12374.61,1374.61,1374.61,12.5
 Q3,2019,38990,Semi-Auto,1335,Petrol,145,2.0,6,7.06,38990.0,34330.55,-4659.45,4659.45,11.95
 Q3,2016,17500,Manual,24168,Diesel,160,2.0,9,10.91,17500.0,19807.67,2307.67,2307.67,13.19
 Q3,2019,35888,Semi-Auto,1856,Diesel,145,2.0,6,10.03,35888.0,31215.63,-4672.37,4672.37,13.02
 Q5,2019,52990,Automatic,5000,Diesel,145,3.0,6,7.59,52990.0,48985.22,-4004.78,4004.78,7.56
 A3,2020,35995,Semi-Auto,314,Petrol,150,2.0,5,7.68,35995.0,33820.4,-2174.6,2174.6,6.04
 A3,2015,13599,Manual,43523,Petrol,20,1.4,10,13.22,13599.0,12232.72,-1366.28,1366.28,10.05
 Q2,2017,21995,Manual,10962,Petrol,145,1.4,8,11.09,21995.0,19039.9,-2955.1,2955.1,13.44
 A1,2020,27990,Automatic,2500,Petrol,145,1.5,5,9.7,27990.0,24707.68,-3282.32,3282.32,11.73
 Q5,2019,41490,Semi-Auto,21400,Petrol,145,3.0,6,7.48,41490.0,47259.92,5769.92,5769.92,13.91
 A3,2019,21691,Manual,2259,Diesel,145,1.6,6,11.31,21691.0,21295.99,-395.01,395.01,1.82
 Q7,2019,51950,Automatic,8206,Diesel,145,3.0,6,7.22,51950.0,47328.35,-4621.65,4621.65,8.9
 Q5,2018,39990,Semi-Auto,24233,Petrol,145,3.0,7,7.48,39990.0,41671.28,1681.28,1681.28,4.2
 Q3,2014,12300,Automatic,43195,Diesel,200,2.0,11,10.54,12300.0,14569.69,2269.69,2269.69,18.45
 A4,2017,16990,Manual,20000,Diesel,150,2.0,8,14.8,16990.0,17269.96,279.96,279.96,1.65
 A1,2014,13750,Semi-Auto,24914,Petrol,20,1.4,11,13.22,13750.0,12366.52,-1383.48,1383.48,10.06
 A3,2015,13298,Manual,40321,Diesel,20,2.0,10,15.16,13298.0,11167.55,-2130.45,2130.45,16.02
 A1,2020,19250,Manual,2004,Petrol,145,1.0,5,10.71,19250.0,21837.45,2587.45,2587.45,13.44
 Q2,2017,16950,Manual,25000,Petrol,125,1.4,8,11.5,16950.0,17086.17,136.17,136.17,0.8
 A4,2016,16800,Automatic,44214,Diesel,30,2.0,9,14.45,16800.0,15069.66,-1730.34,1730.34,10.3
 Q8,2018,51250,Semi-Auto,1964,Diesel,145,3.0,7,7.39,51250.0,51530.37,280.37,280.37,0.55
 A1,2015,9397,Manual,52200,Petrol,30,1.4,10,12.67,9397.0,10990.75,1593.75,1593.75,16.96
 A6,2019,30990,Automatic,2200,Diesel,145,2.0,6,10.54,30990.0,31608.1,618.1,618.1,1.99
 Q5,2017,24990,Semi-Auto,47124,Diesel,150,2.0,8,12.19,24990.0,22384.65,-2605.35,2605.35,10.43
 A5,2016,19690,Automatic,44717,Diesel,160,2.0,9,11.09,19690.0,17468.09,-2221.91,2221.91,11.28
 Q7,2012,14600,Automatic,95600,Diesel,300,3.0,13,8.4,14600.0,14763.83,163.83,163.83,1.12
 Q7,2019,53490,Automatic,6000,Diesel,145,3.0,6,7.3,53490.0,47093.14,-6396.86,6396.86,11.96
 Q2,2019,24490,Manual,6500,Petrol,145,1.5,6,8.62,24490.0,23808.57,-681.43,681.43,2.78
 A7,2017,25400,Semi-Auto,24592,Diesel,145,3.0,8,11.5,25400.0,26081.67,681.67,681.67,2.68
 A4,2019,22288,Manual,5654,Petrol,145,2.0,6,8.62,22288.0,22875.42,587.42,587.42,2.64
 A3,2019,30000,Automatic,289,Petrol,150,2.0,6,7.68,30000.0,30190.4,190.4,190.4,0.63
 A6,2019,60000,Automatic,1000,Diesel,145,3.0,6,7.88,60000.0,45604.88,-14395.12,14395.12,23.99
 A3,2019,31950,Semi-Auto,6602,Petrol,145,2.0,6,7.68,31950.0,30958.79,-991.21,991.21,3.1
 A3,2017,21350,Semi-Auto,22100,Petrol,145,1.5,8,12.43,21350.0,19372.92,-1977.08,1977.08,9.26
 Q3,2017,22999,Semi-Auto,23250,Diesel,145,2.0,8,11.72,22999.0,21096.73,-1902.27,1902.27,8.27
 Q5,2014,15490,Semi-Auto,69798,Diesel,200,2.0,11,10.36,15490.0,16026.47,536.47,536.47,3.46
 Q3,2018,27400,Semi-Auto,13768,Petrol,145,2.0,7,8.89,27400.0,27447.19,47.19,47.19,0.17
 A4,2019,24990,Automatic,8499,Diesel,145,2.0,6,10.71,24990.0,26088.04,1098.04,1098.04,4.39
 TT,2016,17498,Manual,20674,Petrol,160,2.0,9,10.18,17498.0,17506.92,8.92,8.92,0.05
 A5,2013,11690,Automatic,44681,Diesel,125,2.0,12,12.96,11690.0,13532.46,1842.46,1842.46,15.76
 A4,2016,15990,Manual,30625,Diesel,30,2.0,9,14.8,15990.0,15990.04,0.04,0.04,0.0
 Q2,2018,22990,Manual,8057,Petrol,150,1.4,7,10.91,22990.0,20109.44,-2880.56,2880.56,12.53
 Q7,2018,49850,Semi-Auto,25800,Diesel,145,4.0,7,8.62,49850.0,54561.58,4711.58,4711.58,9.45
 A6,2015,10500,Automatic,118330,Diesel,30,2.0,10,14.12,10500.0,12012.17,1512.17,1512.17,14.4
 A4,2016,13900,Manual,37448,Petrol,125,2.0,9,10.91,13900.0,14834.77,934.77,934.77,6.72
 Q3,2019,37000,Semi-Auto,2263,Petrol,150,2.0,6,6.75,37000.0,35704.77,-1295.23,1295.23,3.5
 A5,2014,12743,Automatic,58953,Diesel,125,2.0,11,12.96,12743.0,12233.49,-509.51,509.51,4.0
 A5,2017,19985,Automatic,29500,Diesel,145,2.0,8,13.81,19985.0,21125.54,1140.54,1140.54,5.71
 Q2,2017,20750,Manual,18354,Petrol,145,1.4,8,11.09,20750.0,17929.99,-2820.01,2820.01,13.59
 Q2,2019,21482,Manual,1998,Diesel,145,1.6,6,10.91,21482.0,21028.95,-453.05,453.05,2.11
 A1,2017,14400,Manual,29271,Petrol,30,1.4,8,12.19,14400.0,13083.56,-1316.44,1316.44,9.14
 TT,2010,7995,Manual,91450,Diesel,145,2.0,15,11.72,7995.0,6997.59,-997.41,997.41,12.48
 A3,2019,21990,Manual,5341,Diesel,145,2.0,6,12.19,21990.0,21242.32,-747.68,747.68,3.4
 A6,2018,22750,Automatic,25448,Diesel,145,2.0,7,12.43,22750.0,21574.77,-1175.23,1175.23,5.17
 A6,2014,18498,Semi-Auto,36223,Diesel,235,3.0,11,9.85,18498.0,18904.12,406.12,406.12,2.2
 A1,2016,9980,Manual,30394,Petrol,0,1.0,9,14.8,9980.0,11047.14,1067.14,1067.14,10.69
 A3,2019,31795,Semi-Auto,3036,Petrol,145,2.0,6,7.59,31795.0,30376.72,-1418.28,1418.28,4.46
 A5,2017,20990,Manual,40993,Diesel,150,2.0,8,14.45,20990.0,19138.79,-1851.21,1851.21,8.82
 TT,2017,22950,Automatic,18352,Petrol,150,2.0,8,9.41,22950.0,22732.84,-217.16,217.16,0.95
 A7,2020,38990,Semi-Auto,1200,Diesel,150,3.0,5,8.4,38990.0,48861.21,9871.21,9871.21,25.32
 A3,2016,13999,Manual,17363,Petrol,20,1.4,9,13.22,13999.0,15140.48,1141.48,1141.48,8.15
 A3,2017,12750,Manual,33761,Diesel,145,1.6,8,15.53,12750.0,14092.02,1342.02,1342.02,10.53
 A4,2019,24350,Automatic,16500,Diesel,145,2.0,6,10.91,24350.0,25618.0,1268.0,1268.0,5.21
 A4,2015,12300,Manual,27666,Diesel,30,2.0,10,14.45,12300.0,14960.83,2660.83,2660.83,21.63
 A1,2017,12000,Manual,29264,Diesel,150,1.6,8,16.78,12000.0,13566.46,1566.46,1566.46,13.05
 Q3,2017,18500,Manual,9203,Petrol,150,1.4,8,11.31,18500.0,19525.93,1025.93,1025.93,5.55
 Q5,2019,33000,Automatic,5207,Diesel,145,2.0,6,8.4,33000.0,33870.63,870.63,870.63,2.64
 Q3,2016,17498,Manual,29602,Diesel,145,2.0,9,11.5,17498.0,18467.98,969.98,969.98,5.54
 Q5,2019,35950,Automatic,3003,Diesel,150,2.0,6,8.4,35950.0,34443.2,-1506.8,1506.8,4.19
 Q3,2019,26676,Manual,3125,Petrol,145,1.5,6,9.0,26676.0,26525.46,-150.54,150.54,0.56
 Q3,2015,19700,Automatic,19563,Diesel,160,2.0,10,11.09,19700.0,18278.98,-1421.02,1421.02,7.21
 Q3,2019,29490,Automatic,3027,Diesel,145,2.0,6,10.36,29490.0,30684.98,1194.98,1194.98,4.05
 Q3,2013,13025,Semi-Auto,46022,Diesel,200,2.0,12,10.54,13025.0,13615.56,590.56,590.56,4.53
 A3,2016,16947,Automatic,11861,Petrol,30,1.4,9,12.67,16947.0,17043.95,96.95,96.95,0.57
 Q7,2019,45450,Semi-Auto,14687,Diesel,145,3.0,6,7.22,45450.0,49247.12,3797.12,3797.12,8.35
 Q3,2019,32990,Automatic,7118,Diesel,145,2.0,6,8.51,32990.0,34086.32,1096.32,1096.32,3.32
 A1,2014,10995,Manual,36000,Petrol,125,1.4,11,11.5,10995.0,9744.06,-1250.94,1250.94,11.38
 A3,2015,10451,Manual,31983,Diesel,20,1.6,10,15.53,10451.0,11663.84,1212.84,1212.84,11.61
 Q3,2017,25500,Automatic,21090,Petrol,145,2.0,8,8.89,25500.0,23786.48,-1713.52,1713.52,6.72
 TT,2016,16490,Manual,25000,Diesel,30,2.0,9,13.81,16490.0,16116.64,-373.36,373.36,2.26
 A4,2017,19750,Semi-Auto,9806,Petrol,30,2.0,8,11.72,19750.0,17185.04,-2564.96,2564.96,12.99
 Q7,2019,59950,Semi-Auto,6227,Diesel,145,3.0,6,7.3,59950.0,47139.6,-12810.4,12810.4,21.37
 A1,2016,12995,Manual,38000,Petrol,30,1.4,9,12.43,12995.0,12179.92,-815.08,815.08,6.27
 Q3,2017,17998,Manual,19331,Diesel,125,2.0,8,12.69,17998.0,20201.89,2203.89,2203.89,12.25
 A4,2013,12495,Automatic,45582,Petrol,200,2.0,12,8.89,12495.0,10180.34,-2314.66,2314.66,18.52
 A5,2009,5495,Manual,108000,Petrol,160,2.0,16,9.41,5495.0,5951.27,456.27,456.27,8.3
 Q2,2019,18896,Manual,5988,Diesel,145,1.6,6,10.91,18896.0,20622.35,1726.35,1726.35,9.14
 Q3,2020,29970,Manual,1015,Petrol,150,1.5,5,9.0,29970.0,29456.61,-513.39,513.39,1.71
 A3,2016,9712,Manual,60901,Diesel,20,2.0,9,15.16,9712.0,10929.54,1217.54,1217.54,12.54
 Q8,2019,51490,Semi-Auto,9804,Diesel,145,3.0,6,7.39,51490.0,58544.7,7054.7,7054.7,13.7
 Q3,2016,17200,Manual,27410,Diesel,145,2.0,9,11.5,17200.0,18624.84,1424.84,1424.84,8.28
 A3,2019,18830,Manual,9640,Petrol,145,1.5,6,9.41,18830.0,21111.56,2281.56,2281.56,12.12
 A5,2015,14500,Semi-Auto,56875,Diesel,150,2.0,10,11.72,14500.0,14131.94,-368.06,368.06,2.54
 A5,2019,35850,Automatic,10500,Diesel,145,2.0,6,10.54,35850.0,29608.65,-6241.35,6241.35,17.41
 Q5,2019,34498,Semi-Auto,21,Petrol,145,2.0,6,7.06,34498.0,32884.42,-1613.58,1613.58,4.68
 Q5,2016,19600,Semi-Auto,43316,Diesel,200,2.0,9,10.36,19600.0,20381.4,781.4,781.4,3.99
 Q3,2019,30000,Automatic,3033,Petrol,150,1.5,6,8.4,30000.0,28142.17,-1857.83,1857.83,6.19
 TT,2019,31946,Semi-Auto,5500,Petrol,145,2.0,6,7.48,31946.0,33898.94,1952.94,1952.94,6.11
 A3,2015,9800,Manual,40573,Diesel,0,1.6,10,16.34,9800.0,9952.52,152.52,152.52,1.56
 Q5,2016,20495,Semi-Auto,38000,Diesel,200,2.0,9,10.36,20495.0,20888.27,393.27,393.27,1.92
 Q3,2016,12000,Manual,92930,Diesel,125,2.0,9,12.43,12000.0,14283.14,2283.14,2283.14,19.03
 Q2,2020,26995,Manual,2000,Petrol,145,1.5,5,9.57,26995.0,23821.99,-3173.01,3173.01,11.75
 Q5,2018,38900,Semi-Auto,20300,Petrol,145,3.0,7,7.48,38900.0,41226.26,2326.26,2326.26,5.98
 A1,2015,10598,Manual,26300,Diesel,0,1.6,10,17.75,10598.0,10416.82,-181.18,181.18,1.71
 Q7,2017,37900,Semi-Auto,22100,Diesel,150,3.0,8,10.54,37900.0,36451.39,-1448.61,1448.61,3.82
 A5,2014,12199,Automatic,57873,Diesel,125,2.0,11,12.96,12199.0,12314.95,115.95,115.95,0.95
 A6,2018,23489,Semi-Auto,9452,Petrol,145,1.8,7,10.54,23489.0,23219.19,-269.81,269.81,1.15
 A5,2019,36995,Automatic,9256,Diesel,145,2.0,6,10.03,36995.0,30601.16,-6393.84,6393.84,17.28
 Q3,2016,20994,Automatic,22226,Petrol,200,2.0,9,8.89,20994.0,21536.2,542.2,542.2,2.58
 Q2,2017,17188,Manual,9249,Diesel,30,1.6,8,14.12,17188.0,16440.08,-747.92,747.92,4.35
 A1,2017,11990,Manual,32400,Petrol,145,1.0,8,14.8,11990.0,11834.85,-155.15,155.15,1.29
 A1,2018,14750,Manual,22500,Petrol,150,1.0,7,10.54,14750.0,14820.02,70.02,70.02,0.47
 Q3,2019,30990,Automatic,6000,Diesel,145,2.0,6,10.36,30990.0,30291.72,-698.28,698.28,2.25
 Q3,2012,11000,Manual,54080,Diesel,160,2.0,13,10.91,11000.0,10327.54,-672.46,672.46,6.11
 Q3,2020,34210,Semi-Auto,1766,Petrol,145,2.0,5,6.97,34210.0,35314.0,1104.0,1104.0,3.23
 RS6,2017,61700,Automatic,22558,Petrol,145,4.0,8,6.47,61700.0,53722.74,-7977.26,7977.26,12.93
 Q3,2017,23995,Semi-Auto,25667,Petrol,145,2.0,8,8.89,23995.0,23818.06,-176.94,176.94,0.74
 A1,2013,7610,Manual,42580,Petrol,125,1.4,12,11.72,7610.0,8810.4,1200.4,1200.4,15.77
 A5,2016,18480,Semi-Auto,40586,Diesel,145,2.0,9,12.43,18480.0,17303.76,-1176.24,1176.24,6.36
 A5,2020,31246,Semi-Auto,3000,Petrol,145,2.0,5,8.89,31246.0,30087.96,-1158.04,1158.04,3.71
 A1,2016,14995,Manual,13961,Petrol,30,1.4,9,12.96,14995.0,13723.43,-1271.57,1271.57,8.48
 Q3,2018,19990,Manual,22465,Diesel,150,2.0,7,12.43,19990.0,22607.09,2617.09,2617.09,13.09
 A4,2020,31495,Automatic,2500,Diesel,145,2.0,5,11.09,31495.0,32282.82,787.82,787.82,2.5
 Q2,2018,20000,Manual,12167,Petrol,150,1.4,7,11.09,20000.0,19709.32,-290.68,290.68,1.45
 Q5,2019,31490,Semi-Auto,9685,Diesel,145,2.0,6,8.4,31490.0,33403.68,1913.68,1913.68,6.08
 Q7,2016,27057,Automatic,60569,Diesel,200,3.0,9,10.54,27057.0,28647.72,1590.72,1590.72,5.88
 Q5,2019,37000,Automatic,2104,Diesel,150,2.0,6,8.4,37000.0,34591.96,-2408.04,2408.04,6.51
 A4,2016,13985,Manual,55697,Diesel,20,2.0,9,15.53,13985.0,13383.17,-601.83,601.83,4.3
 A4,2017,16998,Manual,34870,Petrol,145,1.4,8,11.31,16998.0,15854.9,-1143.1,1143.1,6.72
 Q3,2017,19712,Semi-Auto,58021,Diesel,145,2.0,8,11.72,19712.0,19947.3,235.3,235.3,1.19
 A6,2016,19495,Manual,25718,Diesel,125,2.0,9,12.96,19495.0,18785.86,-709.14,709.14,3.64
 Q3,2016,16342,Semi-Auto,63345,Diesel,160,2.0,9,11.09,16342.0,17891.15,1549.15,1549.15,9.48
 A4,2020,32000,Semi-Auto,20,Diesel,145,2.0,5,11.31,32000.0,29179.13,-2820.87,2820.87,8.82
 A1,2018,14750,Manual,20546,Petrol,145,1.4,7,12.19,14750.0,14193.27,-556.73,556.73,3.77
 A4,2016,17998,Manual,20885,Diesel,30,2.0,9,14.12,17998.0,17143.07,-854.93,854.93,4.75
 Q5,2016,23695,Semi-Auto,14618,Diesel,200,2.0,9,10.36,23695.0,25222.55,1527.55,1527.55,6.45
 Q2,2019,30950,Automatic,5204,Petrol,145,2.0,6,7.3,30950.0,28757.63,-2192.37,2192.37,7.08
 TT,2007,4995,Manual,102000,Petrol,145,2.0,18,12.43,4995.0,6355.82,1360.82,1360.82,27.24
 A1,2017,14995,Manual,9500,Petrol,145,1.4,8,12.19,14995.0,14830.46,-164.54,164.54,1.1
 A4,2016,10200,Manual,88151,Diesel,20,2.0,9,15.53,10200.0,11376.43,1176.43,1176.43,11.53
 A4,2019,24650,Manual,3750,Petrol,145,2.0,6,8.4,24650.0,23785.44,-864.56,864.56,3.51
 R8,2014,51990,Semi-Auto,19800,Petrol,570,4.2,11,5.02,51990.0,48891.74,-3098.26,3098.26,5.96
 A4,2019,24680,Automatic,2877,Diesel,145,2.0,6,11.09,24680.0,25769.86,1089.86,1089.86,4.42
 A1,2020,21840,Semi-Auto,4000,Petrol,150,1.5,5,9.85,21840.0,23957.32,2117.32,2117.32,9.69
 Q7,2019,46990,Semi-Auto,3264,Diesel,145,3.0,6,7.39,46990.0,47890.82,900.82,900.82,1.92
 A3,2019,22061,Manual,2392,Diesel,145,1.6,6,11.31,22061.0,21237.42,-823.58,823.58,3.73
 Q2,2017,18650,Manual,24000,Diesel,30,1.6,8,13.51,18650.0,16800.78,-1849.22,1849.22,9.92
 A4,2020,44500,Automatic,3911,Diesel,145,3.0,5,8.89,44500.0,44327.52,-172.48,172.48,0.39
 A4,2014,8500,Automatic,96000,Diesel,150,2.0,11,11.72,8500.0,8259.03,-240.97,240.97,2.83
 A6,2014,12295,Manual,64880,Diesel,30,2.0,11,13.81,12295.0,11436.44,-858.56,858.56,6.98
 Q2,2019,20850,Manual,84,Diesel,145,1.6,6,10.91,20850.0,20634.94,-215.06,215.06,1.03
 A1,2017,15490,Semi-Auto,12782,Petrol,145,1.4,8,12.43,15490.0,16026.02,536.02,536.02,3.46
 Q5,2020,36995,Semi-Auto,50,Diesel,145,2.0,5,8.4,36995.0,39013.5,2018.5,2018.5,5.46
 A3,2017,20990,Automatic,31376,Diesel,125,2.0,8,12.69,20990.0,17334.1,-3655.9,3655.9,17.42
 A5,2019,31990,Automatic,5000,Diesel,145,2.0,6,10.36,31990.0,30099.5,-1890.5,1890.5,5.91
 A3,2017,12595,Semi-Auto,36633,Petrol,20,1.0,8,13.81,12595.0,13965.84,1370.84,1370.84,10.88
 A1,2015,9580,Manual,44141,Petrol,30,1.4,10,12.67,9580.0,11138.62,1558.62,1558.62,16.27
 A3,2020,16999,Manual,2718,Petrol,150,1.0,5,10.91,16999.0,21081.26,4082.26,4082.26,24.01
 Q3,2015,13300,Manual,54890,Diesel,125,2.0,10,13.22,13300.0,13791.8,491.8,491.8,3.7
 Q7,2017,37442,Semi-Auto,20801,Diesel,145,3.0,8,10.54,37442.0,36513.74,-928.26,928.26,2.48
 A1,2016,9895,Manual,75189,Diesel,0,1.6,9,17.75,9895.0,9142.08,-752.92,752.92,7.61
 RS3,2019,47990,Semi-Auto,3584,Petrol,145,2.5,6,6.53,47990.0,35585.08,-12404.92,12404.92,25.85
 A5,2014,11998,Manual,49640,Diesel,30,2.0,11,14.12,11998.0,12460.53,462.53,462.53,3.86
 A3,2014,12640,Automatic,56508,Diesel,125,2.0,11,12.96,12640.0,9748.77,-2891.23,2891.23,22.87
 A5,2016,16475,Manual,30748,Diesel,145,2.0,9,11.94,16475.0,17359.18,884.18,884.18,5.37
